,AvailableSupply,BTCPrice,CMCname,Change1h,Change24h,Change7d,MaxSupply,Mcap,Symbol,TotalSupply,USDPrice,Vol24h,bctpages,lastentry,Algo,Network,Exchange,Exchange,Exchange,Exchange
teslacoilcoin,,0.00012898,teslacoilcoin,-0.11,5.27,-20.03,,,TESLA,100000000.0,1.84434,153.745,0,0,,,,,,
teslacoin,73899414.0,0.00000300,teslacoin,2.3,14.24,29.49,,3181052.0,TES,73899414.0,0.0430457,9808.72,61,"January 12, 2018, 10:00:40 PM",Scrypt,POS,Cryptopia,,,
tether,1468089837.0,0.00007023,tether,0.01,-0.08,0.35,,1474769645.0,USDT,1499999377.0,1.00455,2645530000.0,0,0,Scrypt,POW,Cryptopia,,,
tezos,,0.00041006,tezos,-1.01,9.59,5.52,,,XTZ,,5.86056,1145870.0,0,0,,,,,,
the-champcoin,164925727.0,0.00000677,the-champcoin,2.36,6.72,-14.36,516085281.0,15964118.0,TCC,218000000.0,0.0967958,1700.26,0,0,,,,,,
the-cypherfunks,46571782499.0,0.000000010,the-cypherfunks,,,144.53,,6560381.0,FUNK,46571782499.0,0.000140866,,87,"January 11, 2018, 05:02:51 PM",Scrypt,POW,Cryptopia,,,
the-vegan-initiative,,0.00000008,the-vegan-initiative,-0.11,13.66,70.52,,,XVE,,0.00114395,626.176,51,"December 02, 2017, 06:30:13 AM",,,,,,
thecreed,,0.00000004,thecreed,-0.11,-15.46,13.68,,,TCR,,0.000571977,186.083,57,"January 06, 2018, 12:53:20 PM",,,,,,
thegcccoin,516548069.0,0.00000089,thegcccoin,2.29,13.34,6.87,2400000000.0,6593426.0,GCC,906794637.0,0.0127644,14725.4,0,0,,,,,,
theresa-may-coin,27552000.0,0.00000076,theresa-may-coin,2.19,3.96,14.48,100000000.0,300849.0,MAY,27552000.0,0.0109193,4537.13,36,"January 11, 2018, 11:52:56 PM",,,,,,
tierion,428481269.0,0.00002049,tierion,-2.62,18.32,2.8,,125411326.0,TNT,1000000000.0,0.292688,13162500.0,45,"January 12, 2018, 10:11:13 PM",,,,,Binance,
ties-network,,0.00004333,ties-network,-0.84,21.1,295.69,,,TIE,59251278.0,0.619978,123490.0,95,"January 12, 2018, 09:44:58 PM",,,,,,
tigercoin,43536800.0,0.00000194,tigercoin,-0.19,15.45,101.11,,1207415.0,TGC,43536800.0,0.0277332,2997.85,27,"December 15, 2017, 06:16:34 AM",SHA256,POW,Cryptopia,,,
time-new-bank,1631622325.0,0.00001195,time-new-bank,1.04,0.6,-23.6,,278969890.0,TNB,5541877892.0,0.170977,44819400.0,0,0,,,,,Binance,
titcoin,49898202.0,0.00000316,titcoin,3.72,46.61,15.01,,2264251.0,TIT,49898202.0,0.0453774,11204.1,0,0,SHA256,POW,Cryptopia,,,
tittiecoin,1259816434.0,0.00000019,tittiecoin,7.54,14.74,160.48,,3424887.0,TTC,1259816434.0,0.00271856,54790.4,108,"January 12, 2018, 01:29:31 PM",Scrypt,POW,Cryptopia,,,
toacoin,1331155614.0,0.00000070,toacoin,-15.14,13.53,-1.05,,13389163.0,TOA,8885254986.0,0.0100583,122498.0,18,"January 12, 2018, 09:54:00 PM",Scrypt,Hybrid,Cryptopia,,,
todaycoin,,0.00000042,todaycoin,-1.78,7.86,20.81,,,TODAY,,0.0060046,3512.65,23,"January 08, 2018, 08:39:57 AM",,,,,,
tokencard,23644056.0,0.00027798,tokencard,-1.48,8.14,20.65,,93824106.0,TKN,30133540.0,3.96819,291696.0,51,"January 12, 2018, 08:46:53 PM",,,,,,
tokenclub,,0.00000600,tokenclub,9.26,-0.78,,,,TCT,1000000000.0,0.0859171,626586.0,0,0,,,,,,
tokes,1525553.0,0.00062037,tokes,2.18,-1.77,52.3,,13531426.0,TKS,50000000.0,8.86985,1234830.0,58,"January 11, 2018, 04:04:26 PM",,,,,,Bittrex
tokugawa,,0.0003758,tokugawa,4.79,28.89,23.12,,,TOK,1021644.0,5.37731,227407.0,47,"January 12, 2018, 10:26:16 AM",Scrypt,POW,Cryptopia,,,
topaz,,0.00006600,topaz,-0.16,1.87,51.08,,,TOPAZ,76682.0,0.943762,864.286,7,"January 04, 2018, 01:06:48 PM",,,,,,
topchain,,0.00000835,topchain,8.71,,,,,TOPC,2100000000.0,0.119283,6264840.0,0,0,,,,,,
topcoin,,0.00000060,topcoin,-6.4,18.42,126.11,,,TOP,41643721.0,0.008578,4469.52,30,"January 12, 2018, 02:35:04 PM",Scrypt,Hybrid,Cryptopia,,,
torcoin-tor,316179.0,0.00007585,torcoin-tor,27.56,10.39,186.13,,341501.0,TOR,1316179.0,1.08009,3461.34,107,"January 08, 2018, 07:28:25 PM",,,,,,
trackr,12529747.0,0.00001354,trackr,1.25,11.1,128.76,,2433578.0,TKR,12529747.0,0.194224,24246.3,41,"January 12, 2018, 08:06:35 PM",,,,,,
tracto,6392165.0,0.00003371,tracto,-0.95,5.64,30.83,,3091474.0,TRCT,70000000.0,0.483635,24084.0,0,0,,,,,,
trade-token,,0.00009276,trade-token,8.75,,,,,TIO,223534823.0,1.32578,7108140.0,67,<b>Today</b> at 02:16:43 AM,,,,,,
transfercoin,6285511.0,0.00022398,transfercoin,-0.27,2.32,8.03,,20122749.0,TX,6285511.0,3.20145,452519.0,149,"January 12, 2018, 08:26:03 PM",X11,POS,Cryptopia,,,Bittrex
trezarcoin,86610300.0,0.00001520,trezarcoin,1.3,19.79,20.84,400000000.0,18819032.0,TZC,98610300.0,0.217284,79009.6,114,"January 12, 2018, 11:53:50 PM",NeoScrypt,POW,Cryptopia,,,
triaconta,,0.00210486,triaconta,0.11,-14.42,-9.13,,,TRIA,276001.0,30.0924,13015.6,43,"January 10, 2018, 03:41:02 PM",,,,,,
triangles,72891.0,0.00180001,triangles,-0.31,-12.73,-9.52,,1875635.0,TRI,72891.0,25.7319,10541.2,47,"January 12, 2018, 07:34:40 PM",POS,POS,Cryptopia,,,
trickycoin,,0.00000064,trickycoin,-0.11,-25.7,8.88,,,TRICK,,0.00915163,1465.33,18,"October 01, 2017, 11:02:04 PM",,,,,,
trident,735124.0,0.000132,trident,-12.45,4.69,8.96,,1387194.0,TRDT,3000000.0,1.88702,6312.12,53,"January 12, 2018, 04:09:54 PM",,,,,,
triggers,32105578.0,0.00030604,triggers,1.48,17.13,-34.22,,140346964.0,TRIG,32105578.0,4.37142,9932240.0,40,<b>Today</b> at 12:01:53 AM,,,,,Binance,Bittrex
tristar-coin,5027857.0,0.00000021,tristar-coin,5.15,-12.94,-29.59,,15095.0,TSTR,255027857.0,0.00300236,1974.43,0,0,,,,,,
trollcoin,567662630.0,0.00000046,trollcoin,-1.19,49.74,107.74,,3770080.0,TROLL,567662630.0,0.00664141,19040.9,149,"January 09, 2018, 08:06:12 PM",,,,,,
tron,65748192475.0,0.00000783,tron,2.42,3.64,-45.49,,7361299126.0,TRX,100000000000,0.111962,705330000.0,0,0,,,,,Binance,
truckcoin,163919486.0,0.00000070,truckcoin,-7.91,-1.78,12.23,,1640310.0,TRK,163919486.0,0.0100068,3470.06,75,"October 19, 2017, 11:42:24 PM",Scrypt,POS,Cryptopia,,,
trueflip,6247267.0,0.00021182,trueflip,-4.56,-4.95,43.01,,18914600.0,TFL,8924667.0,3.02766,335592.0,108,"January 12, 2018, 04:55:18 PM",,,,Kucoin,,
trumpcoin,6550569.0,0.00003266,trumpcoin,13.26,23.84,120.34,,3070212.0,TRUMP,6550569.0,0.468694,27577.5,15,"January 08, 2018, 08:07:23 PM",Blake256,POS,Cryptopia,,,
trust,92147500.0,0.00008984,trust,3.59,26.69,55.11,100000000.0,118251965.0,TRST,100000000.0,1.28329,1533420.0,199,"January 11, 2018, 11:58:30 AM",,,,,,Bittrex
trustplus,32086595.0,0.00002665,trustplus,3.99,10.53,20.63,,12226116.0,TRUST,32086595.0,0.381035,99466.9,44,"November 10, 2017, 05:17:10 PM",,,,,,Bittrex
turbocoin,,0.00000002,turbocoin,-0.11,33.86,6.25,,,TURBO,,0.000285933,23268.4,0,0,,,,,,
tychocoin,5024368.0,0.00000201,tychocoin,-0.09,508.21,-73.7,,143808.0,TYCHO,40024368.0,0.0286221,618.652,0,0,,,,,,
uahpay,,0.000000010,uahpay,-15.62,-10.87,-3.43,,,UAHPAY,1000000000.0,0.000142746,1810.69,38,"December 12, 2017, 02:33:04 PM",,,,,,
ubiq,39149005.0,0.00043808,ubiq,5.77,33.69,0.56,,244971767.0,UBQ,39149005.0,6.25742,4106600.0,138,"January 12, 2018, 02:07:48 PM",Dagger,POW,Cryptopia,,,Bittrex
ufo-coin,3541015637.0,0.00000028,ufo-coin,3.95,-13.29,-13.96,4000000000.0,14175996.0,UFO,3541015637.0,0.00400337,49101.4,52,<b>Today</b> at 01:18:03 AM,,,,,,
ug-token,,0.00008575,ug-token,0.0,9.39,31.59,,,UGT,,1.22558,1147310.0,0,0,,,,,,
ugain,,0.00000126,ugain,-0.62,-19.62,-14.54,,,GAIN,,0.0179925,1467.01,8,"January 07, 2018, 01:19:19 AM",,,,,,
ulatech,201436.0,0.00000900,ulatech,0.25,22.6,115.63,90000000.0,25919.0,ULA,54201436.0,0.128672,15227.0,0,0,,,,,,
ultimate-secure-cash,10343113.0,0.00001231,ultimate-secure-cash,25.59,87.5,86.13,200084200.0,1820150.0,USC,38602656.0,0.175977,1677.18,5,"October 07, 2017, 11:40:07 PM",,,,,,
ultracoin,45196091.0,0.00000429,ultracoin,6.65,21.11,-2.55,,2782063.0,UTC,45196091.0,0.0615554,12106.3,238,"January 11, 2018, 01:55:59 PM",Scrypt_jane,Hybrid,Cryptopia,,,
unbreakablecoin,2278150.0,0.00014669,unbreakablecoin,3.15,-5.22,2.42,,4792840.0,UNB,2278150.0,2.10383,3834130.0,50,"January 03, 2018, 11:19:44 PM",SHA256,POW,Cryptopia,,,Bittrex
uncoin,,0.00000001,uncoin,-0.11,5.66,-14.77,,,UNC,,0.000142967,23893.6,0,0,,,,,,
unicoin,2979167.0,0.00002598,unicoin,0.99,-8.2,34.8,,1106924.0,UNIC,2979167.0,0.371555,1837.52,21,"January 04, 2018, 11:59:09 AM",SHA256,POW,Cryptopia,,,
unify,17818073.0,0.00003647,unify,4.38,10.52,114.94,19276800.0,9330363.0,UNIFY,17818073.0,0.523646,132139.0,130,"January 12, 2018, 11:18:27 PM",Scrypt,POS,Cryptopia,,,
unikoin-gold,134256304.0,0.00010205,unikoin-gold,0.4,11.23,52.15,,195687962.0,UKG,1000000000.0,1.45757,11527000.0,8,"January 11, 2018, 10:45:15 PM",,,,Kucoin,,Bittrex
united-bitcoin,,0.0100109,united-bitcoin,-6.31,5.37,-45.67,21000000.0,,UBTC,21000000.0,143.246,675804.0,0,0,,,,,,
unitus,46785866.0,0.00000713,unitus,2.75,10.03,18.87,,4786147.0,UIS,46785866.0,0.102299,38885.3,38,<b>Today</b> at 01:33:50 AM,Other,Hybrid,Cryptopia,,,
unity-ingot,202000000.0,0.00000041,unity-ingot,0.29,8.67,-6.12,,1196472.0,UNY,10000000000.0,0.00592313,13452.2,0,0,,,,,,
universal-currency,12646578.0,0.00008865,universal-currency,2.9,6.59,-14.39,210000000.0,16029284.0,UNIT,16746578.0,1.26748,51767.8,61,"January 12, 2018, 04:40:11 PM",SHA256,Hybrid,Cryptopia,,,
universalroyalcoin,,0.00000032,universalroyalcoin,-0.31,4.34,225.31,,,UNRC,,0.00463619,16507.9,0,0,,,,,,
universe,13497872.0,0.00000772,universe,1.29,8.65,65.8,,1489639.0,UNI,24697872.0,0.110361,510.999,17,"January 01, 2018, 02:49:13 PM",,,,,,
unobtanium,198060.0,0.00837389,unobtanium,1.78,0.85,18.12,,23706205.0,UNO,198060.0,119.692,82316.2,767,"January 12, 2018, 02:42:07 PM",SHA256,POW,Cryptopia,,,
unrealcoin,7024402.0,0.00000118,unrealcoin,15.62,7.96,-25.76,,118031.0,URC,7024402.0,0.016803,5345.7,15,"September 08, 2017, 07:29:35 PM",,,,,,
upfiring,17400000.0,0.00010741,upfiring,0.56,-4.1,244.44,,26714568.0,UFR,24000000.0,1.53532,1055430.0,21,"January 12, 2018, 01:06:02 PM",None,Asset,Cryptopia,,,
uquid-coin,,0.00013313,uquid-coin,-0.33,-5.19,52.51,,,UQC,40000000.0,1.905,155101.0,0,0,,,,,,
ur,,0.00000053,ur,-10.27,10.45,52.11,,,UR,,0.00757723,7005.71,25,"<span class=""edited"" title=""Last edit: January 10, 2018, 07:22:21 AM by Scottie920"">January 10, 2018, 04:07:38 AM</span>",Other,POW,Cryptopia,,,
uro,1207310.0,0.00000825,uro,-0.2,5.12,-15.5,,142024.0,URO,1207310.0,0.117637,7.13069,0,0,,,,,,
usde,1134236104.0,0.00000002,usde,-0.15,4.41,-13.59,1600000000.0,323139.0,USDE,1134236104.0,0.000284896,356.216,30,"January 12, 2018, 03:50:03 PM",,,,,,
useless-ethereum-token,3965716.0,0.00000387,useless-ethereum-token,1.17,0.95,50.44,,218659.0,UET,3965716.0,0.0551374,8137.3,0,0,,,,,,
utacoin,,0.00000016,utacoin,-0.16,-11.04,126.82,,,UTA,,0.00228791,203.076,0,0,,,,,,
utrust,325000000.0,0.00006839,utrust,3.1,9.78,36.87,,317923450.0,UTK,500000000.0,0.978226,4008740.0,510,<b>Today</b> at 12:57:20 AM,,,,Kucoin,,
uttoken,,0.0001598,uttoken,-2.77,13.42,,,,UTT,100000000.0,2.28658,341514.0,90,"January 12, 2018, 10:39:26 PM",,,,,,
valorbit,5957007122.0,0.00000001,valorbit,0.99,6.53,-14.69,,851947.0,VAL,922343157007122,0.000143016,578.489,192,"January 11, 2018, 12:47:22 PM",,,,,,
vaperscoin,780124964.0,0.00000001,vaperscoin,-50.04,-29.82,-80.18,,111088.0,VPRC,1635124964.0,0.000142398,4486.29,13,"January 08, 2018, 10:03:35 AM",Scrypt,POW,Cryptopia,,,
vault-coin,30385540.0,0.00000026,vault-coin,-5.74,-18.13,58.52,1000000000.0,114402.0,VLTC,530385540.0,0.00376501,8305.07,0,0,,,,,,
vcash,15378444.0,0.00011779,vcash,2.3,18.73,14.13,,25891610.0,XVC,15378444.0,1.68363,382318.0,61,"January 12, 2018, 03:14:56 PM",,,,,,Bittrex
vechain,277162633.0,0.0004448,vechain,1.87,-0.6,70.07,,1763383508.0,VEN,867162633.0,6.36227,163261000.0,0,0,,,,Kucoin,Binance,
vector,16776470.0,0.00000159,vector,0.27,25.72,95.89,,381086.0,VEC2,16776470.0,0.0227155,908.944,24,"January 10, 2018, 08:51:27 PM",,,,,,
veltor,554855.0,0.00016651,veltor,1.51,-25.78,5.16,,1320738.0,VLT,554855.0,2.38033,2318.49,74,"May 21, 2017, 08:16:06 PM",,,,,,
verge,14532463503.0,0.00001124,verge,1.21,13.21,-7.36,16555000000.0,2336718404.0,XVG,14532463503.0,0.160793,150472000.0,489,"January 12, 2018, 11:16:19 PM",Blake256,POW,Cryptopia,,Binance,Bittrex
vericoin,30596368.0,0.00016363,vericoin,0.52,1.55,61.57,,71465772.0,VRC,30596368.0,2.33576,8192700.0,964,"<span class=""edited"" title=""Last edit: December 19, 2017, 12:15:00 PM by effectsToCause"">December 19, 2017, 05:29:29 AM</span>",Scrypt,POS,Cryptopia,,,Bittrex
verify,12000617.0,0.00025804,verify,1.24,4.23,84.11,,44204513.0,CRED,29997543.0,3.68352,330410.0,8,"January 10, 2018, 06:07:16 AM",,,,,,
veritaseum,2036645.0,0.0298751,veritaseum,1.37,8.92,14.1,,870305439.0,VERI,100000000.0,427.323,409031.0,158,"January 11, 2018, 02:06:17 PM",,,,,,
veriumreserve,1451185.0,0.00093187,veriumreserve,0.72,6.58,-15.26,,19329199.0,VRM,1451185.0,13.3196,474754.0,134,"<span class=""edited"" title=""Last edit: December 19, 2017, 12:15:58 PM by effectsToCause"">December 19, 2017, 05:31:52 AM</span>",Scrypt,POW,Cryptopia,,,Bittrex
veros,486609040.0,0.00000003,veros,3.05,41.01,283.04,,188632.0,VRS,10000000000.0,0.000387646,331113.0,0,0,,,,,,
version,474983332.0,0.00000083,version,1.66,30.71,81.67,,5653584.0,V,474983332.0,0.0119027,13261.4,16,"January 12, 2018, 10:39:44 PM",SHA256,Hybrid,Cryptopia,,,
vertcoin,42456950.0,0.00043761,vertcoin,3.09,13.14,-5.68,84000000.0,265756731.0,VTC,42456950.0,6.25944,6678940.0,61,"January 12, 2018, 12:51:04 PM",,,,,,Bittrex
vezt,,0.00027707,vezt,6.46,,,,,VZT,125000000.0,3.95988,3105390.0,14,"January 12, 2018, 10:02:20 PM",,,,,,
viacoin,22957494.0,0.00048371,viacoin,2.29,29.59,37.65,23000000.0,158616309.0,VIA,22957494.0,6.90913,6010090.0,108,"January 12, 2018, 06:01:39 PM",,,,,,Bittrex
vibe,179551884.0,0.00009276,vibe,1.85,-18.19,223.25,,238234827.0,VIBE,267000000.0,1.32683,69908100.0,131,"January 12, 2018, 06:50:34 PM",,,,,,
viberate,162299801.0,0.00004007,viberate,2.05,11.77,3.98,,92845387.0,VIB,200000000.0,0.572061,6252020.0,171,<b>Today</b> at 12:36:44 AM,,,,,Binance,Bittrex
vip-tokens,83450403.0,0.00000014,vip-tokens,-0.2,4.0,70.07,,166590.0,VIP,83450403.0,0.00199627,41.925,82,"July 12, 2017, 02:16:35 PM",,,,,,
virta-unique-coin,61538200.0,0.00000052,virta-unique-coin,-22.04,-19.02,5.0,120000000.0,456287.0,VUC,61538200.0,0.0074147,5931.45,21,"January 12, 2018, 08:52:43 AM",Nist5,Hybrid,Cryptopia,,,
virtacoin,5201310113.0,0.00000025,virtacoin,,2.87,92.49,21000000000.0,18669322.0,VTA,12666916683.0,0.00358935,,161,"April 02, 2017, 12:48:27 AM",,,,,,
virtacoinplus,10928643.0,0.00000313,virtacoinplus,-5.12,8.96,-24.16,,489753.0,XVP,10928643.0,0.0448137,2966.86,109,<b>Today</b> at 01:00:17 AM,,,,,,
virtualcoin,10064287.0,0.00000314,virtualcoin,0.53,22.78,5.36,4000000000.0,451480.0,VC,10064287.0,0.0448596,1567.55,71,"January 07, 2018, 04:49:44 AM",,,,,,
visio,50900225.0,0.00000476,visio,1.67,-16.19,-45.99,,3330967.0,VISIO,62900225.0,0.0654411,29115.3,33,"January 09, 2018, 07:12:14 PM",X13,Hybrid,Cryptopia,,,
viuly,,0.00000733,viuly,-1.38,58.15,236.99,,,VIU,1000000000.0,0.104724,5449490.0,32,<b>Today</b> at 12:15:12 AM,,,,,,
vivo,1048988.0,0.00117994,vivo,23.02,81.59,84.22,,17696950.0,VIVO,1868988.0,16.8705,744707.0,86,"January 12, 2018, 06:38:24 PM",NeoScrypt,POW,Cryptopia,,,
voisecom,643012000.0,0.00000999,voisecom,5.35,38.78,194.75,,91728234.0,VOISE,825578000.0,0.142654,3939620.0,108,<b>Today</b> at 12:34:51 AM,Scrypt,POW,Cryptopia,,,
votecoin,16474625.0,0.00000425,votecoin,0.47,11.26,36.66,220000000.0,1001354.0,VOT,16474625.0,0.0607816,2427.33,37,"January 12, 2018, 07:28:18 PM",,,,,,
voxels,210000000.0,0.00003852,voxels,1.56,10.41,8.57,210000000.0,115543470.0,VOX,210000000.0,0.550207,13381500.0,133,"January 12, 2018, 12:05:45 AM",,,,,,Bittrex
voyacoin,,0.00016051,voyacoin,-0.11,22.81,127.87,,,VOYA,,2.2952,1286.56,11,"September 27, 2017, 04:39:39 PM",,,,,,
vpncoin,,0.00000077,vpncoin,1.78,6.68,14.69,,,VASH,400339746.0,0.0110179,35469.2,264,"December 31, 2017, 05:35:46 PM",,,,,,
vslice,33390496.0,0.00002392,vslice,2.37,-13.77,-23.38,,11420518.0,VSL,33390496.0,0.342029,49630.1,27,"December 12, 2017, 04:44:41 AM",,,,,,
vsync-vsx,160865454.0,0.00001515,vsync-vsx,-3.37,9.15,112.73,,34782007.0,VSX,168638755.0,0.216218,161260.0,80,<b>Today</b> at 02:27:47 AM,,,,,,
vtorrent,10815966.0,0.00007073,vtorrent,1.29,5.31,5.73,,10984154.0,VTR,10815966.0,1.01555,111743.0,258,"January 11, 2018, 03:09:08 AM",,,,,,Bittrex
vulcano,,0.00000114,vulcano,21.62,52.13,93.25,,,VULC,35162767.0,0.0162936,13702.0,0,0,,,,,,
wa-space,,0.00000092,wa-space,-0.16,6.7,-47.18,,,WA,,0.0131555,358.518,0,0,,,,,,
wabi,45248033.0,0.00033556,wabi,3.98,11.8,62.53,,216873821.0,WABI,99218023.0,4.793,13809700.0,27,"January 10, 2018, 10:05:43 AM",,,,,Binance,
wagerr,183000000.0,0.00006585,wagerr,1.35,8.07,53.64,200000000.0,172139133.0,WGR,198360471.0,0.940651,1054660.0,177,<b>Today</b> at 02:39:43 AM,,,,,,
walton,24898178.0,0.00164535,walton,-1.04,56.87,119.73,100000000.0,585968660.0,WTC,70000000.0,23.5346,89072900.0,45,<b>Today</b> at 02:25:46 AM,,,,Kucoin,Binance,
wandx,,0.00005151,wandx,-13.0,-11.95,24.77,,,WAND,75000000.0,0.737024,30815.2,4,"January 07, 2018, 09:07:23 PM",,,,,,
warp,1095224.0,0.00001303,warp,-0.2,5.09,-12.92,,203488.0,WARP,1095224.0,0.185796,5.26488,85,"September 03, 2016, 01:41:25 PM",,,,,,
waves,100000000.0,0.00081198,waves,1.97,8.69,-2.84,,1161430000.0,WAVES,100000000.0,11.6143,45540500.0,83,"January 12, 2018, 05:00:34 PM",,,,,Binance,Bittrex
waves-community-token,9973579.0,0.00021669,waves-community-token,2.58,10.59,-5.82,,30850474.0,WCT,10000000.0,3.09322,35716.7,0,0,,,,,,
wavesgo,9531483.0,0.00001674,wavesgo,-0.2,14.71,-4.72,,2289958.0,WGO,9531483.0,0.240252,3984.01,6,"January 08, 2018, 09:22:59 AM",,,,,,
wax,492954537.0,0.00011664,wax,-2.78,-1.55,81.88,,822405914.0,WAX,1850000000.0,1.66832,15217400.0,0,0,,,,,,
wayguide,100040708.0,0.00000035,wayguide,-0.2,-25.95,-35.87,,499271.0,WAY,100040708.0,0.00499068,34.986,16,"November 20, 2017, 05:28:18 AM",,,,,,
waykichain,,0.00004880,waykichain,-2.46,-7.03,,,,WIC,210000000.0,0.69742,54506500.0,0,0,,,,,,
wearesatoshi,,0.00000128,wearesatoshi,6.8,1.3,135.04,,,WSX,,0.0182997,17006.6,32,"January 11, 2018, 11:20:59 PM",X11,Hybrid,Cryptopia,,,
whalecoin,5552892.0,0.00002407,whalecoin,2.3,-9.1,-18.91,,1917536.0,WHL,5552892.0,0.345322,11355.1,51,"January 12, 2018, 10:14:58 PM",,,,,,
whitecoin,248633751.0,0.00001490,whitecoin,2.44,7.07,-10.73,,52876940.0,XWC,248633751.0,0.21267,383635.0,75,"January 12, 2018, 03:27:56 PM",,,,,,Bittrex
wi-coin,,0.00000089,wi-coin,0.1,25.41,-61.11,,,WIC,100000000.0,0.0127614,3230.39,157,"January 12, 2018, 11:37:33 PM",,,,,,
wild-beast-block,181115.0,0.00003109,wild-beast-block,-0.2,6.09,26.49,,80291.0,WBB,181115.0,0.443315,267.891,366,"October 19, 2017, 10:19:37 AM",,,,,,
wild-crypto,24373456.0,0.00004997,wild-crypto,-15.44,-14.24,-47.68,,17408595.0,WILD,100000000.0,0.714244,69992.7,0,0,None,Asset,Cryptopia,,,
win-coin,,0.00012041,win-coin,-2.12,-3.94,26.56,,,WC,500948015.0,1.72294,313443.0,4,"January 10, 2018, 04:57:41 PM",Scrypt,POW,Cryptopia,,,
wings,89708333.0,0.00011388,wings,0.56,8.61,22.44,,145921369.0,WINGS,100000000.0,1.62662,5545320.0,433,"January 12, 2018, 08:37:28 PM",,,,,Binance,Bittrex
wink,,0.00000043,wink,5.65,381.06,433.38,80000000.0,,WINK,,0.00619693,4151.24,15,"January 10, 2018, 07:18:07 AM",,,,,,
wmcoin,11527489.0,0.00000200,wmcoin,,3.97,,,323279.0,WMC,911527489.0,0.0280442,,38,"April 06, 2017, 02:39:49 PM",,,,,,
women,44220400.0,0.00000026,women,-15.13,-5.04,82.36,25000000000.0,156925.0,WOMEN,44220400.0,0.00354871,5524.81,0,0,,,,,,
woodcoin,8035193.0,0.00002107,woodcoin,2.03,,-20.44,,2429232.0,LOG,8035193.0,0.302324,734.338,39,"January 01, 2018, 12:05:24 AM",,,,,,
worldcoin,117831910.0,0.00000554,worldcoin,1.0,-26.21,25.85,,9373811.0,WDC,117831910.0,0.0795524,58133.9,175,"January 09, 2018, 03:23:56 PM",Scrypt,POW,Cryptopia,,,
worldcore,175109299.0,0.00003077,worldcore,-0.15,7.65,56.35,,76925165.0,WRC,245209299.0,0.439298,4418650.0,45,<b>Today</b> at 01:13:55 AM,Scrypt,Hybrid,Cryptopia,,,
wowcoin,,0.00000005,wowcoin,-0.59,29.06,116.37,,,WOW,,0.000657,16234.8,0,0,,,,,,
wyvern,1875627.0,0.00002994,wyvern,,,37.52,,866358.0,WYV,1875627.0,0.461903,,11,<b>Today</b> at 02:33:41 AM,,,,,,
x-coin,12384976.0,0.00000380,x-coin,13.64,39.03,71.42,,673852.0,XCO,12384976.0,0.0544088,10583.5,55,"January 12, 2018, 09:26:36 PM",SHA256,Hybrid,Cryptopia,,,
x2,,0.00000004,x2,-0.16,40.85,28.95,,,X2,,0.000571977,146.426,32,"January 09, 2018, 03:31:28 AM",,,,,,
xaucoin,,0.00000460,xaucoin,-0.11,20.88,-16.02,,,XAU,,0.0657773,18.5186,18,"January 06, 2018, 01:47:52 AM",,,,,,
xaurum,127106244.0,0.00001613,xaurum,2.28,1.5,64.77,,29305107.0,XAUR,127106244.0,0.230556,730718.0,197,<b>Today</b> at 12:32:40 AM,,,,,,
xde-ii,,0.00042328,xde-ii,-0.16,5.67,39.42,,,XDE2,42249.0,6.05266,4.59583,152,"January 11, 2018, 10:49:59 AM",,,,,,
xenon,300000000.0,0.00002108,xenon,10.58,45.93,127.95,,90262800.0,XNN,1000000000.0,0.300876,35352.8,55,<b>Today</b> at 12:50:05 AM,,,,,,
xgox,1075753162.0,0.00000069,xgox,-0.07,7.77,81.46,,10673289.0,XGOX,1329168506.0,0.00992169,161690.0,10,<b>Today</b> at 02:23:04 AM,Scrypt,Hybrid,Cryptopia,,,
xios,2149688.0,0.00007476,xios,2.57,-19.47,3.56,21000000.0,2305971.0,XIOS,2149688.0,1.0727,36051.1,99,"January 12, 2018, 10:53:15 PM",,,,,,
xonecoin,420000.0,0.00001125,xonecoin,-0.2,19.01,-11.18,,67374.0,XOC,420000.0,0.160415,140.577,29,"April 11, 2017, 06:46:47 PM",,,,,,
xplay,1000000000.0,0.00001980,xplay,1.41,-0.46,53.2,,282822000.0,XPA,10000000000.0,0.282822,156750.0,28,"November 22, 2017, 01:45:27 AM",,,,,,
xtd-coin,,0.00000002,xtd-coin,-0.11,-2.34,20.21,,,XTD,,0.000285933,6079.58,0,0,,,,,,
xtrabytes,430000000.0,0.00003872,xtrabytes,1.74,9.46,-20.0,650000000.0,237799030.0,XBY,650000000.0,0.553021,1051860.0,352,"January 11, 2018, 05:30:50 AM",Scrypt,POW,Cryptopia,,,
xylo,,0.00002095,xylo,,,,,,XYLO,164589.0,0.337133,,33,"January 11, 2018, 01:19:18 PM",,,,,,
yacoin,120331920.0,0.00000020,yacoin,-0.2,12.24,54.11,,343165.0,YAC,120331920.0,0.00285182,73.2914,170,"January 12, 2018, 07:25:50 PM",,,,,,
yashcoin,10000302.0,0.00002004,yashcoin,0.07,-14.84,-34.0,,2865187.0,YASH,10000302.0,0.28651,21.4931,3,"December 01, 2017, 02:12:58 PM",,,,,,
yellow-token,,0.00000162,yellow-token,684.45,9.7,322.71,21000000.0,,YEL,21000000.0,0.0231693,229.119,51,"January 11, 2018, 10:54:34 AM",,,,,,
